slug,kind,without,with_role,allowance,note
c-6906,業務独占,ずい道等の掘削等の作業主任者になれない。,ずい道等の掘削等の作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-6907,業務独占,ずい道等の覆工の作業主任者になれない。,ずい道等の覆工の作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-5201,業務独占,化学設備関係第一種圧力容器の取扱いの作業主任者になれない。,化学設備関係第一種圧力容器の取扱いの作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-6706,業務独占,普通第一種圧力容器の取扱いの作業主任者になれない。,普通第一種圧力容器の取扱いの作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-1608,業務独占,ガンマ線透過写真撮影の作業主任者になれない。,ガンマ線透過写真撮影の作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-7304,業務独占,コンクリート破砕機作業の作業主任者になれない。,コンクリート破砕機作業の作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-7308,業務独占,林業架線作業の作業主任者になれない。,林業架線作業の作業主任者として、作業方法の決定・作業の直接指揮・安全装置の点検などを担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-4813,業務独占,最大荷重1トン以上のフォークリフトの運転の業務に就けない（就業制限）。,最大荷重1トン以上のフォークリフトの運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6718,業務独占,制限荷重1トン以上の玉掛けの業務に就けない（就業制限）。,制限荷重1トン以上の玉掛けを行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6710,業務独占,つり上げ荷重1〜5トン未満の小型移動式クレーンの運転の業務に就けない（就業制限）。,つり上げ荷重1〜5トン未満の小型移動式クレーンの運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6709,業務独占,つり上げ荷重1トン以上の移動式クレーンの運転の業務に就けない（就業制限）。,つり上げ荷重1トン以上の移動式クレーンの運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6711,業務独占,つり上げ荷重5トン以上の床上操作式クレーンの運転の業務に就けない（就業制限）。,つり上げ荷重5トン以上の床上操作式クレーンの運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6714,業務独占,機体重量3トン以上の車両系建設機械（基礎工事用）の運転の業務に就けない（就業制限）。,機体重量3トン以上の車両系建設機械（基礎工事用）の運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6715,業務独占,機体重量3トン以上の車両系建設機械（整地・運搬・積込・掘削用）の運転の業務に就けない（就業制限）。,機体重量3トン以上の車両系建設機械（整地・運搬・積込・掘削用）の運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6716,業務独占,機体重量3トン以上の車両系建設機械（解体用）の運転の業務に就けない（就業制限）。,機体重量3トン以上の車両系建設機械（解体用）の運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-4814,業務独占,作業床の高さ10メートル以上の高所作業車の運転の業務に就けない（就業制限）。,作業床の高さ10メートル以上の高所作業車の運転を行える。建設・製造・物流などの現場で有資格者として作業できる。,,就業制限（業務独占）は労働安全衛生法に基づく。
c-6701,業務独占,伝熱面積の大きい（特級を要する）ボイラーの取扱作業主任者になれない。,すべての規模のボイラーの取扱作業主任者として従事でき、大規模プラント等で重宝される。,"月5,000〜20,000円程度",独占業務は労働安全衛生法に基づく。
