slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-1326,1326,建設業経理事務士4級,建設業経理事務士４級,建築技術,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),一般財団法人 建設業振興基金,https://www.keiri-kentei.jp/exam/,学歴等の制限なし(誰でも受験可),筆記(特別研修=講習＋検定試験),"4,720円(税込)",71.8%(2024年度下期),下期(3月)のみ,,,2026-06-18,published
c-1399,1399,その他の建築技術関係資格,その他の建築技術関係資格,建築技術,建築・設備,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-1401,1401,第1種ダム水路主任技術者,第１種ダム水路主任技術者,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,主任技術者(国家資格),経済産業省(産業保安監督部),https://www.meti.go.jp/information/license/c_text22.html,土木工学専攻で大学卒後5年以上(うち高さ15m以上の発電用ダム3年)等,試験ではない認定制度(学歴・実務経験に応じて免状交付),,,随時申請,,,2026-06-18,published
c-1402,1402,第2種ダム水路主任技術者,第２種ダム水路主任技術者,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,主任技術者(国家資格),,,,,,,,,,,seed
c-1403,1403,ダム管理主任技術者,ダム管理主任技術者,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,主任技術者(国家資格),,,,,,,,,,,seed
c-1404,1404,1級土木施工管理技士,１級土木施工管理技士,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター,https://www.jctc.jp/exam/guide/dbk-1/,第一次は受検年度末に19歳以上・学歴不問/第二次は第一次合格後の所定実務経験(令和10年度まで経過措置),第一次検定=マークシート/第二次検定=記述式(第一次合格で技士補),,,年1回(第一次7月頃・第二次10〜11月頃),,,2026-06-18,published
c-1405,1405,2級土木施工管理技士,２級土木施工管理技士,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター,https://www.jctc.jp/exam/guide/dbk-2/,第一次は受検年度末に17歳以上・学歴不問/第二次は第一次合格後の所定実務経験(経過措置あり),第一次検定=マークシート/第二次検定=記述式(第一次合格で技士補),,,第一次は年2回(前期・後期)/第二次は年1回,,,2026-06-18,published
c-1406,1406,1級造園施工管理技士,１級造園施工管理技士,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター(国土交通大臣指定試験機関),https://www.jctc.jp/exam/zouen-1/,第一次は19歳以上で学歴・実務経験不問。第二次は第一次合格後に所定の実務経験が必要,第一次検定(学科)＋第二次検定(実地),"14,400円(第一次・第二次 各14,400円)",第一次45.4%/第二次50.6%(令和6年度),年1回,,,2026-06-18,published
c-1407,1407,2級造園施工管理技士,２級造園施工管理技士,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター,https://www.jctc.jp/exam/zouen-2/,第一次は当該年度17歳以上,第一次検定＋第二次検定,"第一次・第二次17,200円(第一次/第二次のみ各8,600円)",,年複数回(前期/後期),,,2026-06-18,published
c-1408,1408,測量士,測量士,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,国家資格(法律に基づく),国土交通省 国土地理院,https://www.gsi.go.jp/LAW/men-index.html,受験は誰でも可(登録には学歴＋実務経験等が必要),筆記(午前=択一マークシート/午後=記述式),"4,250円(書面)/4,200円(電子申請)",40.2%(令和7年),年1回(5月),,,2026-06-18,published
c-1409,1409,測量士補,測量士補,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,国家資格(法律に基づく),国土交通省 国土地理院,https://www.gsi.go.jp/LAW/R6shiken_00001.html,受験資格なし(誰でも受験可),筆記(択一式・28問・700点満点、450点以上で合格),"2,850円(書面)/2,800円(電子申請)",51.2%(令和7年度),年1回(5月第3日曜),,,2026-06-18,published
c-1410,1410,技術士(上下水道部門),技術士（上下水道部門）,土木・測量技術,土木・測量・建設,domestic,0,0,国家,high,技術士(国家資格),文部科学省所管(指定試験機関:公益社団法人 日本技術士会),https://www.engineer.or.jp/,技術士第一次試験合格(またはJABEE認定課程修了)＋技術士補登録後の実務4年超 等,技術士第二次試験。筆記(必須科目＋選択科目)＋口頭試験,"20,500円(1技術部門・令和8年改定後)",,年1回(筆記7月・口頭12〜翌1月),,,2026-06-18,published
c-1499,1499,その他の土木・測量技術関係資格,その他の土木・測量技術関係資格,土木・測量技術,土木・測量・建設,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-1501,1501,システム監査技術者,システム監査技術者,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/au.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I・午後II,"7,500円(税込)",,年1回(春期/4月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1502,1502,ネットワークスペシャリスト,ネットワークスペシャリスト,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/nw.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I・午後II(記述式),"7,500円(税込)",17.8%(令和7年度春期),年1回(令和7年度は春期/4月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1503,1503,システムアーキテクト,システムアーキテクト,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/sa.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I(記述)・午後II(論述),"7,500円(税込)",15.5%(令和7年度春期),年1回(春期/4月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1504,1504,応用情報技術者,応用情報技術者,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/ap.html,受験資格なし(誰でも受験可),午前=多肢選択80問/午後=記述式(2026年度よりCBT移行予定),"7,500円(税込)",,年2回(2026年度よりCBT移行予定),,,2026-06-18,published
c-1505,1505,基本情報技術者,基本情報技術者,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/fe.html,受験資格なし(誰でも受験可),CBT方式(科目A 60問90分・科目B 20問100分),"7,500円(税込)",,通年・随時(CBT),,,2026-06-18,published
c-1506,1506,技術士(情報工学部門),技術士（情報工学部門）,情報処理技術,IT・情報処理,domestic,0,0,国家,high,技術士(国家資格),文部科学省所管(指定試験機関:公益社団法人 日本技術士会),https://www.engineer.or.jp/,技術士第一次試験合格(またはJABEE認定課程修了)＋技術士補登録後の実務4年超 等,技術士第二次試験。筆記(必須科目＋選択科目)＋口頭試験,"20,500円(1技術部門・令和8年改定後)",,年1回(筆記7月・口頭12〜翌1月),,,2026-06-18,published
c-1508,1508,プロジェクトマネージャ,プロジェクトマネージャ,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/pm.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I(記述)・午後II(論述),"7,500円(税込)",14.3%(令和7年度秋期),年1回(秋期/10月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1510,1510,データベーススペシャリスト,データベーススペシャリスト,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/db.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I・午後II(記述式),"7,500円(税込)",18.4%(令和7年度秋期),年1回(令和7年度は秋期/10月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1511,1511,ITサービスマネージャ,ＩＴサービスマネージャ,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/sm.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I・午後II,"7,500円(税込)",,年1回(秋期/10月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1512,1512,エンベデッドシステムスペシャリスト,エンベデッドシステムスペシャリスト,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/es.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I・午後II,"7,500円(税込)",,年1回(春期/4月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
c-1516,1516,マイクロソフト認定プロフェッショナル(MCP),マイクロソフト認定プロフェッショナル（ＭＣＰ）,情報処理技術,IT・情報処理,domestic,0,0,民間,medium,民間ベンダー資格(Microsoft),,,,,,,,,,,seed
c-1517,1517,マイクロソフト認定ソリューションエキスパート(MCSE),マイクロソフト認定ソリューションエキスパート（ＭＣＳＥ）,情報処理技術,IT・情報処理,domestic,0,0,民間,medium,民間ベンダー資格(Microsoft),,,,,,,,,,,seed
c-1518,1518,シスコ技術者認定,シスコ技術者認定,情報処理技術,IT・情報処理,domestic,0,0,民間,medium,民間ベンダー資格(Cisco),,,,,,,,,,,seed
c-1519,1519,オラクルマスター,オラクルマスター,情報処理技術,IT・情報処理,domestic,0,0,民間,medium,民間ベンダー資格(Oracle),,,,,,,,,,,seed
c-1520,1520,Java認定資格,Ｊａｖａ認定資格,情報処理技術,IT・情報処理,domestic,0,0,民間,medium,民間資格,,,,,,,,,,,seed
c-1527,1527,ITコーディネータ,ＩＴコーディネータ,情報処理技術,IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-1538,1538,ITパスポート,ＩＴパスポート,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www3.jitec.ipa.go.jp/JitesCbt/,受験資格なし(誰でも受験可),CBT方式・四肢択一100問120分,"7,500円(税込)",48.6%(令和7年度),通年・随時(CBT),,,2026-06-18,published
c-1539,1539,ITストラテジスト(ST),ＩＴストラテジスト（ＳＴ）,情報処理技術,IT・情報処理,domestic,0,0,国家,high,国家資格(法律に基づく),独立行政法人 情報処理推進機構(IPA),https://www.ipa.go.jp/shiken/kubun/st.html,受験資格なし(誰でも受験可),午前I・午前II(多肢選択)・午後I(記述)・午後II(論述),"7,500円(税込)",15.0%(令和7年度春期),年1回(春期/4月。令和8年度よりCBT方式へ移行),,,2026-06-18,published
